INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column,,,,,Occur_Time,Time_of_Day,0:00,6:00
211065733,3/14/2020,0:50:00,BROOKLYN,71,0,,FALSE,,,,25-44,M,BLACK,997107,180384,40.661788,-73.95365984,POINT (-73.95365984099993 40.66178800000006),,,,,0:50,Pre-Dawn Morning,,
214729488,6/29/2020,20:56:00,BROOKLYN,83,0,PVT HOUSE,FALSE,,,,45-64,M,BLACK,1009326,191647,40.69267621,-73.90957595,POINT (-73.90957595399993 40.69267620800008),,,,,20:56,Evening,,
213050796,5/13/2020,23:20:00,BROOKLYN,70,0,STORE UNCLASSIFIED,FALSE,25-44,F,BLACK,25-44,M,BLACK,994482,175986,40.64971987,-73.96312803,POINT (-73.96312802699998 40.64971987400003),,,,,23:20,Evening,,
211362503,3/21/2020,0:13:00,MANHATTAN,7,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK HISPANIC,989667,212965,40.75122284,-73.98045027,POINT (-73.98045027299997 40.751222840000025),,,,,0:13,Pre-Dawn Morning,,
213885924,6/5/2020,20:20:00,BROOKLYN,75,0,GROCERY/BODEGA,TRUE,18-24,M,BLACK,25-44,M,BLACK,1013511,181454,40.6646859,-73.89452887,POINT (-73.89452887499993 40.66468589900006),,,,,20:20,Evening,,
212200405,4/20/2020,19:36:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,TRUE,,,,25-44,M,BLACK,1000215,193000,40.696411,-73.94242752,POINT (-73.94242752399998 40.69641100300004),,,,,19:36,Evening,,
214432035,6/20/2020,20:41:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK HISPANIC,999481,226053,40.78713454,-73.94499968,POINT (-73.94499967799999 40.78713453900008),,,,,20:41,Evening,,
211362507,3/22/2020,15:30:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,<18,M,BLACK,990736,193292,40.6972245,-73.97661097,POINT (-73.97661096599995 40.697224498000026),,,,,15:30,Afternoon,,
214693787,6/27/2020,2:03:00,QUEENS,114,0,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1004577,220322,40.77139421,-73.92661449,POINT (-73.92661448699994 40.77139421000004),,,,,2:03,Pre-Dawn Morning,,
212558133,4/30/2020,23:20:00,BRONX,47,0,,FALSE,45-64,M,BLACK,25-44,M,WHITE HISPANIC,1025204,258236,40.87538576,-73.85191313,POINT (-73.85191313299998 40.87538575600007),,,,,23:20,Evening,,
213772741,6/2/2020,11:30:00,BRONX,40,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1003550,235576,40.81326462,-73.93027845,POINT (-73.93027845099994 40.81326462100003),,,,,11:30,Morning,,
206931577,1/5/2020,21:57:00,BROOKLYN,79,0,,FALSE,45-64,M,WHITE HISPANIC,25-44,M,BLACK,999215,189479,40.68674842,-73.9460416,POINT (-73.94604160299997 40.686748418000036),,,,,21:57,Evening,,
214430793,6/19/2020,22:04:00,BROOKLYN,75,0,PVT HOUSE,FALSE,,,,25-44,U,BLACK,1012487,179224,40.65856837,-73.89822926,POINT (-73.89822926299996 40.65856836900008),,,,,22:04,Evening,,
212516310,4/29/2020,13:40:00,BROOKLYN,67,0,,FALSE,,,,18-24,M,BLACK,1006900,177701,40.65440412,-73.91837111,POINT (-73.91837110599994 40.654404122000074),,,,,13:40,Afternoon,,
210220409,2/27/2020,22:00:00,QUEENS,113,0,,FALSE,,,,25-44,M,BLACK,1048062,194225,40.69955768,-73.76986775,POINT (-73.76986774699998 40.69955767600004),,,,,22:00,Evening,,
214615266,6/26/2020,4:20:00,BRONX,52,0,,FALSE,,,,18-24,F,WHITE HISPANIC,1013734,254081,40.86402732,-73.89340651,POINT (-73.89340651099997 40.86402732400006),,,,,4:20,Pre-Dawn Morning,,
214467577,6/22/2020,19:00:00,MANHATTAN,24,0,MULTI DWELL - APT BUILD,TRUE,65+,M,BLACK HISPANIC,45-64,F,WHITE HISPANIC,990173,227127,40.79009352,-73.97861153,POINT (-73.97861152599995 40.79009352000003),,,,,19:00,Evening,,
212903586,5/10/2020,22:03:00,MANHATTAN,25,0,,TRUE,,,,18-24,M,BLACK,1001508,232696,40.80536404,-73.93766276,POINT (-73.93766276299993 40.805364044000044),,,,,22:03,Evening,,
208955529,2/3/2020,21:12:00,BRONX,47,0,,TRUE,45-64,M,BLACK,25-44,M,BLACK,1024708,266922,40.89922836,-73.85365418,POINT (-73.85365417799994 40.89922835500005),,,,,21:12,Evening,,
213724258,5/30/2020,23:27:00,MANHATTAN,33,0,,FALSE,,,,25-44,M,WHITE HISPANIC,1002119,246967,40.84453267,-73.93541773,POINT (-73.93541772899994 40.84453266500003),,,,,23:27,Evening,,
208899076,2/1/2020,5:09:00,BRONX,50,0,,FALSE,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1010591,262530,40.88722715,-73.90473632,POINT (-73.90473632399994 40.88722715100005),,,,,5:09,Pre-Dawn Morning,,
213283005,5/19/2020,1:00:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1022078,183185,40.66940465,-73.86363907,POINT (-73.86363907499998 40.66940464800007),,,,,1:00,Pre-Dawn Morning,,
213854003,6/4/2020,12:15:00,BROOKLYN,77,0,,FALSE,,,,25-44,M,BLACK,1002792,185840,40.67675342,-73.9331539,POINT (-73.93315390099997 40.67675342200005),,,,,12:15,Afternoon,,
214439582,6/20/2020,22:30:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,991703,192337,40.69460248,-73.97312473,POINT (-73.97312472899995 40.69460248300004),,,,,22:30,Evening,,
214693794,6/28/2020,3:23:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,999849,193276,40.69716921,-73.94374677,POINT (-73.94374677499997 40.69716921200006),,,,,3:23,Pre-Dawn Morning,,
208237500,1/20/2020,4:50:00,MANHATTAN,34,0,RESTAURANT/DINER,FALSE,25-44,M,BLACK,45-64,F,WHITE HISPANIC,1006605,254113,40.86413609,-73.91918021,POINT (-73.91918020999998 40.86413608500004),,,,,4:50,Pre-Dawn Morning,,
210757629,3/9/2020,22:32:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1017970,243163,40.8340455,-73.87814682,POINT (-73.87814681899994 40.83404549800008),,,,,22:32,Evening,,
207572466,1/7/2020,21:00:00,BRONX,45,0,DEPT STORE,FALSE,,,,45-64,M,WHITE,1030892,255600,40.86812253,-73.83136391,POINT (-73.83136390999994 40.86812253100004),,,,,21:00,Evening,,
214778104,6/30/2020,9:00:00,BROOKLYN,79,0,STORE UNCLASSIFIED,FALSE,,,,25-44,M,BLACK,1000212,190859,40.69053446,-73.94244341,POINT (-73.94244341499996 40.69053445900005),,,,,9:00,Morning,,
209281504,2/8/2020,22:06:00,BROOKLYN,83,0,,FALSE,45-64,M,BLACK,25-44,M,BLACK,1003346,192740,40.69569116,-73.93113707,POINT (-73.93113706899999 40.69569116200006),,,,,22:06,Evening,,
213772739,6/2/2020,4:50:00,BRONX,46,0,,FALSE,,,,45-64,M,WHITE HISPANIC,1011043,251220,40.85618332,-73.90314684,POINT (-73.90314684299994 40.856183319000024),,,,,4:50,Pre-Dawn Morning,,
208549976,1/26/2020,23:16:00,MANHATTAN,32,0,GROCERY/BODEGA,FALSE,,,,25-44,M,BLACK,1000515,237599,40.8188233,-73.94123776,POINT (-73.94123775899999 40.81882329700005),,,,,23:16,Evening,,
206898907,1/1/2020,10:29:00,BRONX,43,0,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,F,BLACK,25-44,M,BLACK,1018527,243130,40.83395278,-73.87613415,POINT (-73.87613414899994 40.83395277900007),,,,,10:29,Morning,,
212903274,5/10/2020,21:26:00,BROOKLYN,71,0,,TRUE,,,,18-24,M,BLACK,996789,178574,40.6568204,-73.9548094,POINT (-73.95480940099998 40.65682040400003),,,,,21:26,Evening,,
214468087,6/22/2020,23:40:00,STATEN ISLAND,120,0,PVT HOUSE,FALSE,,,,25-44,M,BLACK,960126,172813,40.64098373,-74.08692657,POINT (-74.08692657299997 40.64098372500007),,,,,23:40,Evening,,
213472076,5/24/2020,17:12:00,BRONX,40,0,,FALSE,45-64,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1007737,236070,40.81461037,-73.91515081,POINT (-73.91515081399996 40.81461037400004),,,,,17:12,Afternoon,,
212640103,5/1/2020,9:00:00,BROOKLYN,69,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1014084,174686,40.64610732,-73.89249341,POINT (-73.89249341199996 40.64610731800008),,,,,9:00,Morning,,
214778539,6/30/2020,18:49:00,BRONX,47,0,,FALSE,,,,18-24,F,BLACK,1024807,261935,40.88554018,-73.85332627,POINT (-73.85332627499997 40.885540183000046),,,,,18:49,Evening,,
211958806,4/11/2020,23:00:00,BRONX,42,0,,FALSE,,,,25-44,M,BLACK HISPANIC,1015437,244318,40.83722495,-73.88729499,POINT (-73.88729499199997 40.83722494500006),,,,,23:00,Evening,,
212170021,4/19/2020,17:35:00,BRONX,49,0,,FALSE,45-64,M,BLACK,25-44,M,BLACK,1021210,254202,40.8643313,-73.86637753,POINT (-73.86637753399998 40.864331297000035),,,,,17:35,Afternoon,,
207815717,1/11/2020,3:02:00,BRONX,40,0,,FALSE,,,,18-24,M,BLACK,1005728,233375,40.80721846,-73.92241727,POINT (-73.92241727499999 40.80721846200004),,,,,3:02,Pre-Dawn Morning,,
211362506,3/21/2020,16:05:00,QUEENS,113,0,,FALSE,,,,18-24,M,BLACK,1040264,190275,40.68876866,-73.79802345,POINT (-73.79802345099995 40.688768663000076),,,,,16:05,Afternoon,,
213819785,6/3/2020,16:55:00,BRONX,41,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1012551,236626,40.81612233,-73.89775712,POINT (-73.89775711899995 40.81612232700007),,,,,16:55,Afternoon,,
213723895,5/30/2020,2:30:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,FALSE,45-64,M,BLACK,25-44,M,BLACK,989961,192624,40.69539153,-73.97940642,POINT (-73.97940641699995 40.69539152700003),,,,,2:30,Pre-Dawn Morning,,
214186184,6/14/2020,22:50:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1017970,243163,40.8340455,-73.87814682,POINT (-73.87814681899994 40.83404549800008),,,,,22:50,Evening,,
211066104,3/15/2020,7:05:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,45-64,M,BLACK,1008795,178153,40.65563971,-73.91153991,POINT (-73.91153990699996 40.65563971300003),,,,,7:05,Morning,,
212017047,4/14/2020,15:58:00,STATEN ISLAND,120,0,,TRUE,,,,18-24,M,BLACK,961299,162834,40.61359659,-74.08266601,POINT (-74.08266601399998 40.61359659200008),,,,,15:58,Afternoon,,
208009526,1/15/2020,5:31:00,BROOKLYN,83,0,,FALSE,18-24,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1008941,190260,40.6888703,-73.91096937,POINT (-73.91096936799994 40.68887029700005),,,,,5:31,Pre-Dawn Morning,,
214359652,6/18/2020,21:24:00,BROOKLYN,67,0,PVT HOUSE,FALSE,,,,25-44,F,BLACK,1005301,179713,40.65993057,-73.9241276,POINT (-73.92412760099995 40.659930565000025),,,,,21:24,Evening,,
213187656,5/16/2020,0:50:00,QUEENS,103,0,,TRUE,,,,25-44,M,BLACK,1042298,192835,40.69578215,-73.79066712,POINT (-73.79066712199995 40.695782146000056),,,,,0:50,Pre-Dawn Morning,,
211896337,4/9/2020,14:56:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,TRUE,,,,25-44,M,UNKNOWN,1002577,221583,40.7748597,-73.93383168,POINT (-73.93383168399998 40.77485969700007),,,,,14:56,Afternoon,,
214215425,6/15/2020,19:07:00,BROOKLYN,71,0,,FALSE,,,,25-44,M,WHITE HISPANIC,995045,182822,40.66848252,-73.96108818,POINT (-73.96108818199997 40.66848252400007),,,,,19:07,Evening,,
214430794,6/20/2020,0:58:00,BROOKLYN,79,0,,FALSE,,,,45-64,M,BLACK,998205,190419,40.68933015,-73.94968145,POINT (-73.94968144799998 40.68933015300007),,,,,0:58,Pre-Dawn Morning,,
214102398,6/11/2020,20:27:00,QUEENS,113,0,,FALSE,<18,M,BLACK,25-44,M,BLACK,1041333,188264,40.68324211,-73.79418585,POINT (-73.79418584899997 40.68324211200007),,,,,20:27,Evening,,
211855627,4/8/2020,7:50:00,QUEENS,103,0,PVT HOUSE,FALSE,25-44,M,BLACK,25-44,M,BLACK,1039749,190809,40.69023761,-73.79987606,POINT (-73.79987605699995 40.690237610000054),,,,,7:50,Morning,,
214359654,6/18/2020,22:30:00,BROOKLYN,83,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1007103,189971,40.688082,-73.9175979,POINT (-73.91759789999998 40.68808199500006),,,,,22:30,Evening,,
211905748,4/10/2020,0:21:00,MANHATTAN,32,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1000515,237599,40.8188233,-73.94123776,POINT (-73.94123775899999 40.81882329700005),,,,,0:21,Pre-Dawn Morning,,
214693507,6/26/2020,20:40:00,BROOKLYN,73,0,COMMERCIAL BLDG,FALSE,,,,18-24,M,BLACK,1007237,183220,40.66955169,-73.91713775,POINT (-73.91713774799996 40.669551686000034),,,,,20:40,Evening,,
208072393,1/16/2020,19:55:00,BROOKLYN,73,0,,FALSE,UNKNOWN,U,UNKNOWN,18-24,F,WHITE HISPANIC,1008228,183789,40.67111083,-73.91356336,POINT (-73.91356336299998 40.67111083400005),,,,,19:55,Evening,,
209099251,2/5/2020,4:02:00,QUEENS,101,0,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK,1055616,156528,40.59603031,-73.74302372,POINT (-73.74302372499994 40.596030314000075),,,,,4:02,Pre-Dawn Morning,,
209747702,2/18/2020,22:25:00,STATEN ISLAND,120,0,PVT HOUSE,FALSE,25-44,M,BLACK,25-44,M,BLACK,950543,170917,40.63574833,-74.12144714,POINT (-74.12144713799995 40.635748327000044),,,,,22:25,Evening,,
209531028,2/13/2020,17:55:00,QUEENS,103,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1041360,194216,40.69957876,-73.79403804,POINT (-73.79403804299994 40.699578763000034),,,,,17:55,Afternoon,,
210826747,3/10/2020,13:00:00,BRONX,44,0,,FALSE,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1005909,240090,40.82564881,-73.92174179,POINT (-73.92174178599998 40.82564880800004),,,,,13:00,Afternoon,,
213187662,5/15/2020,23:13:00,BRONX,52,0,,FALSE,25-44,M,BLACK HISPANIC,25-44,M,UNKNOWN,1016850,255804,40.86874548,-73.88213271,POINT (-73.88213271499995 40.868745475000026),,,,,23:13,Evening,,
214693793,6/28/2020,4:10:00,BROOKLYN,94,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1001350,201326,40.71926178,-73.93831328,POINT (-73.93831327799995 40.719261783000036),,,,,4:10,Pre-Dawn Morning,,
211767651,4/5/2020,3:19:00,BROOKLYN,67,0,,FALSE,,,,UNKNOWN,M,BLACK,1006160,180447,40.66194315,-73.92102913,POINT (-73.92102913399998 40.66194314900008),,,,,3:19,Pre-Dawn Morning,,
212944540,5/11/2020,17:06:00,STATEN ISLAND,121,0,PVT HOUSE,TRUE,45-64,M,WHITE HISPANIC,45-64,M,BLACK HISPANIC,938373,169290,40.63122789,-74.16528427,POINT (-74.16528427199995 40.63122789000005),,,,,17:06,Afternoon,,
214694690,6/28/2020,23:38:00,BRONX,44,0,,FALSE,,,,25-44,M,BLACK,1007770,242308,40.83173182,-73.91500973,POINT (-73.91500973199999 40.83173182300004),,,,,23:38,Evening,,
209808543,2/19/2020,20:24:00,QUEENS,101,0,,FALSE,25-44,M,BLACK,18-24,F,BLACK,1051960,160392,40.60666486,-73.7561496,POINT (-73.75614960299998 40.606664855000076),,,,,20:24,Evening,,
206898769,1/1/2020,2:35:00,BROOKLYN,77,0,,FALSE,,,,18-24,M,BLACK,994341,185941,40.67704431,-73.96362125,POINT (-73.96362125499996 40.67704431000004),,,,,2:35,Pre-Dawn Morning,,
214431175,6/21/2020,4:19:00,BROOKLYN,73,0,PVT HOUSE,FALSE,,,,25-44,M,BLACK,1006140,183727,40.67094607,-73.92109057,POINT (-73.92109057299996 40.670946067000045),,,,,4:19,Pre-Dawn Morning,,
214431184,6/20/2020,4:00:00,BRONX,43,0,,FALSE,,,,25-44,M,BLACK HISPANIC,1021531,244069,40.83651789,-73.86527335,POINT (-73.86527334699997 40.83651789100003),,,,,4:00,Pre-Dawn Morning,,
209876176,2/21/2020,2:15:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1016576,178876,40.6575992,-73.88349332,POINT (-73.88349331699999 40.657599203000075),,,,,2:15,Pre-Dawn Morning,,
208071994,1/16/2020,15:21:00,MANHATTAN,9,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,990662,204062,40.72678564,-73.97686758,POINT (-73.97686757799994 40.726785644000074),,,,,15:21,Afternoon,,
214431171,6/21/2020,22:53:00,BROOKLYN,81,0,,FALSE,,,,18-24,M,BLACK,1006496,187716,40.68189408,-73.91979407,POINT (-73.91979406899998 40.68189408200004),,,,,22:53,Evening,,
210953391,3/12/2020,20:46:00,STATEN ISLAND,120,0,,TRUE,,,,18-24,M,BLACK,961833,166710,40.62423677,-74.08075553,POINT (-74.08075553299994 40.624236772000074),,,,,20:46,Evening,,
207817513,1/11/2020,21:30:00,QUEENS,103,0,COMMERCIAL BLDG,FALSE,,,,25-44,M,BLACK,1050213,199294,40.71345507,-73.76206069,POINT (-73.76206069099999 40.71345506500006),,,,,21:30,Evening,,
213471601,5/22/2020,21:45:00,BROOKLYN,75,0,,FALSE,,,,18-24,M,BLACK,1014810,181040,40.66354517,-73.88984845,POINT (-73.88984845299996 40.663545173000045),,,,,21:45,Evening,,
214102397,6/11/2020,20:49:00,BROOKLYN,63,0,PVT HOUSE,FALSE,,,,25-44,M,WHITE,1010638,162331,40.6122064,-73.90495951,POINT (-73.90495950599995 40.61220639800007),,,,,20:49,Evening,,
214608095,6/25/2020,23:20:00,BRONX,46,0,,FALSE,,,,25-44,M,BLACK HISPANIC,1013724,253001,40.86106309,-73.89344741,POINT (-73.89344741399998 40.86106308500007),,,,,23:20,Evening,,
210707457,3/8/2020,4:51:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1000829,195754,40.70396896,-73.9402065,POINT (-73.94020650199997 40.703968961000044),,,,,4:51,Pre-Dawn Morning,,
212169711,4/18/2020,0:57:00,BRONX,48,0,,TRUE,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1014546,245736,40.84112004,-73.89050856,POINT (-73.89050856099993 40.84112004200006),,,,,0:57,Pre-Dawn Morning,,
212640533,5/3/2020,4:41:00,QUEENS,113,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,1041333,188264,40.68324211,-73.79418585,POINT (-73.79418584899997 40.68324211200007),,,,,4:41,Pre-Dawn Morning,,
213724256,5/29/2020,22:00:00,MANHATTAN,30,0,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,WHITE HISPANIC,1000202,241085,40.82839195,-73.94236031,POINT (-73.94236030699994 40.828391950000025),,,,,22:00,Evening,,
210591724,3/5/2020,10:48:00,MANHATTAN,33,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,1001301,243896,40.83610528,-73.93838202,POINT (-73.93838202299997 40.83610528300005),,,,,10:48,Morning,,
213748381,6/1/2020,14:33:00,QUEENS,113,0,,TRUE,,,,25-44,M,BLACK,1051165,185567,40.67577062,-73.75876303,POINT (-73.75876302999995 40.67577061900005),,,,,14:33,Afternoon,,
211578477,3/27/2020,19:35:00,QUEENS,104,0,,FALSE,,,,18-24,M,WHITE HISPANIC,1015154,203604,40.72547689,-73.88850499,POINT (-73.88850499499995 40.72547688900005),,,,,19:35,Evening,,
214184458,6/14/2020,16:58:00,QUEENS,114,2,,FALSE,,,,45-64,M,BLACK,1002928,221436,40.77445549,-73.9325648,POINT (-73.93256480499997 40.77445548600008),,,,,16:58,Afternoon,,
213471601,5/22/2020,21:45:00,BROOKLYN,75,0,,TRUE,,,,18-24,M,BLACK,1014810,181040,40.66354517,-73.88984845,POINT (-73.88984845299996 40.663545173000045),,,,,21:45,Evening,,
214693789,6/28/2020,16:57:00,MANHATTAN,23,0,MULTI DWELL - APT BUILD,FALSE,,,,18-24,M,BLACK,999211,227549,40.79124112,-73.94597136,POINT (-73.94597136299996 40.79124111900006),,,,,16:57,Afternoon,,
213099073,5/14/2020,1:03:00,QUEENS,100,0,,TRUE,<18,M,BLACK,18-24,M,WHITE HISPANIC,1036176,153315,40.5873465,-73.81304854,POINT (-73.81304853899996 40.58734650400004),,,,,1:03,Pre-Dawn Morning,,
212944540,5/11/2020,17:06:00,STATEN ISLAND,121,0,PVT HOUSE,TRUE,45-64,M,WHITE HISPANIC,25-44,M,BLACK,938373,169290,40.63122789,-74.16528427,POINT (-74.16528427199995 40.63122789000005),,,,,17:06,Afternoon,,
214430791,6/19/2020,16:13:00,BROOKLYN,75,0,,FALSE,,,,25-44,M,BLACK,1015829,179160,40.65838142,-73.88618429,POINT (-73.88618429299999 40.658381415000065),,,,,16:13,Afternoon,,
212026971,4/14/2020,23:59:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,984688,150503,40.5797802,-73.99842465,POINT (-73.99842465499995 40.57978019500007),,,,,23:59,Evening,,
214366723,6/19/2020,2:25:00,MANHATTAN,24,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,992402,227087,40.78998196,-73.97056191,POINT (-73.97056191299998 40.78998195600008),,,,,2:25,Pre-Dawn Morning,,
206909222,1/2/2020,4:10:00,BROOKLYN,67,0,,FALSE,,,,25-44,M,BLACK,1001587,177886,40.6549239,-73.93751861,POINT (-73.93751861299995 40.654923901000075),,,,,4:10,Pre-Dawn Morning,,
211788599,4/6/2020,17:40:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,18-24,F,BLACK,1010876,182683,40.66806755,-73.90402199,POINT (-73.90402198699996 40.66806754500004),,,,,17:40,Afternoon,,
214431179,6/20/2020,1:59:00,BRONX,44,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1010025,246298,40.84267692,-73.90684575,POINT (-73.90684575199998 40.84267692000003),,,,,1:59,Pre-Dawn Morning,,
214608095,6/25/2020,23:20:00,BRONX,46,0,,FALSE,,,,18-24,M,BLACK HISPANIC,1013724,253001,40.86106309,-73.89344741,POINT (-73.89344741399998 40.86106308500007),,,,,23:20,Evening,,
211362504,3/21/2020,1:08:00,BRONX,46,0,,FALSE,,,,25-44,M,BLACK HISPANIC,1009120,247786,40.84676364,-73.91011107,POINT (-73.91011107099996 40.84676363700004),,,,,1:08,Pre-Dawn Morning,,
212431082,4/27/2020,19:55:00,BROOKLYN,75,0,,FALSE,18-24,M,BLACK,<18,M,BLACK,1012957,184994,40.67440422,-73.89651071,POINT (-73.89651071499998 40.674404217000074),,,,,19:55,Evening,,
214608092,6/25/2020,18:18:00,MANHATTAN,23,0,,FALSE,<18,M,BLACK HISPANIC,<18,F,BLACK HISPANIC,998160,227234,40.79037825,-73.94976759,POINT (-73.94976759099995 40.790378245000056),,,,,18:18,Evening,,
213779570,6/2/2020,21:17:00,BROOKLYN,77,0,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,45-64,M,BLACK,1004448,185438,40.6756464,-73.9271849,POINT (-73.92718490399994 40.67564639900007),,,,,21:17,Evening,,
214693795,6/27/2020,0:45:00,MANHATTAN,22,0,,FALSE,25-44,M,WHITE,18-24,M,WHITE,991262,221525,40.77471672,-73.97468463,POINT (-73.97468462999996 40.774716718000036),,,,,0:45,Pre-Dawn Morning,,
211066105,3/14/2020,20:18:00,BROOKLYN,83,0,,TRUE,,,,45-64,M,BLACK,1006074,190334,40.68908094,-73.9213071,POINT (-73.92130709899999 40.68908094300008),,,,,20:18,Evening,,
212169711,4/18/2020,0:57:00,BRONX,48,0,,TRUE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1014546,245736,40.84112004,-73.89050856,POINT (-73.89050856099993 40.84112004200006),,,,,0:57,Pre-Dawn Morning,,
213522753,5/26/2020,0:18:00,BROOKLYN,77,0,,FALSE,,,,25-44,M,BLACK,1002251,183677,40.67081759,-73.93511009,POINT (-73.93511008699994 40.67081759000007),,,,,0:18,Pre-Dawn Morning,,
209640802,2/14/2020,18:36:00,BRONX,40,0,GROCERY/BODEGA,TRUE,25-44,M,BLACK HISPANIC,25-44,M,WHITE,1006542,233378,40.80722468,-73.91947688,POINT (-73.91947688499994 40.80722468000005),,,,,18:36,Evening,,
213283577,5/19/2020,2:15:00,BRONX,47,0,GROCERY/BODEGA,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1025864,261342,40.88390766,-73.8495073,POINT (-73.84950730499997 40.88390766400005),,,,,2:15,Pre-Dawn Morning,,
214430792,6/19/2020,19:02:00,QUEENS,106,0,PVT HOUSE,FALSE,,,,25-44,M,BLACK,1035610,190094,40.68830009,-73.8148064,POINT (-73.81480639599994 40.68830009000004),,,,,19:02,Evening,,
211066097,3/13/2020,0:32:00,MANHATTAN,28,2,,FALSE,25-44,M,BLACK,25-44,M,BLACK,998007,230362,40.798964,-73.95031372,POINT (-73.95031371999994 40.79896399800003),,,,,0:32,Pre-Dawn Morning,,
208237500,1/20/2020,4:50:00,MANHATTAN,34,0,RESTAURANT/DINER,TRUE,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1006605,254113,40.86413609,-73.91918021,POINT (-73.91918020999998 40.86413608500004),,,,,4:50,Pre-Dawn Morning,,
214778543,6/30/2020,23:20:00,MANHATTAN,19,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK HISPANIC,999359,224280,40.78226834,-73.94544423,POINT (-73.94544422899997 40.78226833600007),,,,,23:20,Evening,,
211362503,3/21/2020,0:13:00,MANHATTAN,7,2,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,25-44,M,BLACK,989667,212965,40.75122284,-73.98045027,POINT (-73.98045027299997 40.751222840000025),,,,,0:13,Pre-Dawn Morning,,
214513027,6/23/2020,7:37:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,999925,214507,40.75544301,-73.94342325,POINT (-73.94342324599995 40.755443005000075),,,,,7:37,Morning,,
213974312,6/8/2020,22:40:00,BROOKLYN,73,0,,FALSE,,,,18-24,F,BLACK,1009279,179175,40.65844352,-73.90979175,POINT (-73.90979175299998 40.658443523000074),,,,,22:40,Evening,,
213188084,5/16/2020,20:40:00,QUEENS,105,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1058631,182831,40.66820136,-73.73187735,POINT (-73.73187735299996 40.66820136300004),,,,,20:40,Evening,,
