INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column,,,,,Occur_Time,Time_of_Day,0:00,6:00
210591724,3/5/2020,10:48:00,MANHATTAN,33,0,,FALSE,18-24,F,BLACK,25-44,M,BLACK,1001301,243896,40.83610528,-73.93838202,POINT (-73.93838202299997 40.83610528300005),,,,,10:48,Morning,,
214607781,6/25/2020,19:58:00,MANHATTAN,30,0,,FALSE,,,,18-24,M,BLACK,998371,240146,40.82581778,-73.94897844,POINT (-73.94897843799998 40.82581777900003),,,,,19:58,Evening,,
206909436,1/2/2020,16:25:00,MANHATTAN,25,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,1002883,231248,40.80138689,-73.93270006,POINT (-73.93270005999995 40.80138689000006),,,,,16:25,Afternoon,,
209974085,2/21/2020,22:10:00,QUEENS,109,0,,FALSE,,,,25-44,M,UNKNOWN,1036042,213906,40.75365563,-73.81306546,POINT (-73.81306545699994 40.753655629000036),,,,,22:10,Evening,,
214184464,6/13/2020,23:02:00,MANHATTAN,25,0,,FALSE,,,,45-64,M,BLACK,1000845,233657,40.80800299,-73.94005525,POINT (-73.94005524999994 40.80800299400005),,,,,23:02,Evening,,
208437740,1/23/2020,19:47:00,BRONX,48,0,,FALSE,25-44,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,1014435,248319,40.84821,-73.8908981,POINT (-73.89089809899997 40.84820999600004),,,,,19:47,Evening,,
213188081,5/16/2020,2:28:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,1014551,184360,40.67265872,-73.89076709,POINT (-73.89076708999994 40.67265871800004),,,,,2:28,Pre-Dawn Morning,,
214778541,6/30/2020,19:40:00,BROOKLYN,70,0,,FALSE,,,,18-24,M,BLACK,994431,176337,40.65068335,-73.96331129,POINT (-73.96331128799994 40.650683352000044),,,,,19:40,Evening,,
213724259,5/30/2020,23:35:00,BROOKLYN,90,0,,FALSE,,,,45-64,M,BLACK,1000697,197070,40.70758132,-73.94067937,POINT (-73.94067936799996 40.70758131700006),,,,,23:35,Evening,,
214693792,6/27/2020,2:50:00,BROOKLYN,69,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,1012273,178202,40.65576388,-73.89900481,POINT (-73.89900480999995 40.655763884000066),,,,,2:50,Pre-Dawn Morning,,
214729855,6/29/2020,23:38:00,BROOKLYN,73,0,,FALSE,,,,18-24,M,BLACK,1010707,182888,40.66863073,-73.90463038,POINT (-73.90463038099995 40.668630731000064),,,,,23:38,Evening,,
213188078,5/17/2020,10:11:00,BRONX,40,0,,FALSE,25-44,F,BLACK,25-44,M,BLACK,1007580,235710,40.81362269,-73.91571925,POINT (-73.91571925399995 40.813622691000035),,,,,10:11,Morning,,
213972320,6/8/2020,15:00:00,QUEENS,110,0,,FALSE,25-44,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1019102,210344,40.74396184,-73.87422638,POINT (-73.87422637699996 40.743961839000065),,,,,15:00,Afternoon,,
213336457,5/20/2020,18:49:00,MANHATTAN,26,0,MULTI DWELL - APT BUILD,TRUE,25-44,M,WHITE HISPANIC,45-64,F,WHITE HISPANIC,997530,235330,40.81260052,-73.95202673,POINT (-73.95202672899995 40.81260051900006),,,,,18:49,Evening,,
206931576,1/5/2020,14:25:00,BROOKLYN,79,0,GROCERY/BODEGA,FALSE,,,,18-24,M,BLACK,998095,188080,40.68291031,-73.9500829,POINT (-73.95008290099997 40.682910305000064),,,,,14:25,Afternoon,,
214431174,6/20/2020,1:50:00,BRONX,46,0,,FALSE,,,,18-24,M,BLACK HISPANIC,1006189,249745,40.85214828,-73.92069849,POINT (-73.92069849099994 40.85214828000005),,,,,1:50,Pre-Dawn Morning,,
207572467,1/7/2020,23:00:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,1002397,189963,40.68807094,-73.93456685,POINT (-73.93456684899996 40.68807093600003),,,,,23:00,Evening,,
211273196,3/20/2020,0:02:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,FALSE,45-64,M,BLACK,25-44,F,WHITE HISPANIC,1009769,236748,40.81646566,-73.90780731,POINT (-73.90780730799997 40.81646565700004),,,,,0:02,Pre-Dawn Morning,,
212640102,5/2/2020,15:18:00,BRONX,49,0,,FALSE,,,,25-44,M,WHITE HISPANIC,1021469,254216,40.86436864,-73.86544108,POINT (-73.86544107799995 40.86436863500006),,,,,15:18,Afternoon,,
207815723,1/12/2020,0:50:00,BRONX,47,0,,FALSE,,,,25-44,M,BLACK,1026305,262216,40.88630443,-73.84790697,POINT (-73.84790697499994 40.88630442600004),,,,,0:50,Pre-Dawn Morning,,
211293040,3/16/2020,14:00:00,BROOKLYN,81,0,,TRUE,45-64,M,BLACK,45-64,M,BLACK,1001749,188772,40.68480322,-73.9369065,POINT (-73.93690650499997 40.68480321900006),,,,,14:00,Afternoon,,
213499452,5/25/2020,10:09:00,BROOKLYN,67,0,PVT HOUSE,FALSE,,,,25-44,M,BLACK,1002407,177673,40.65433762,-73.93456389,POINT (-73.93456389399995 40.654337620000035),,,,,10:09,Morning,,
212169711,4/18/2020,0:57:00,BRONX,48,0,,TRUE,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1014546,245736,40.84112004,-73.89050856,POINT (-73.89050856099993 40.84112004200006),,,,,0:57,Pre-Dawn Morning,,
211578690,3/29/2020,6:17:00,BROOKLYN,67,0,,FALSE,,,,25-44,M,BLACK,1005192,180644,40.66248621,-73.92451757,POINT (-73.92451757499998 40.66248621300008),,,,,6:17,Morning,,
213471607,5/22/2020,22:17:00,BRONX,52,0,MULTI DWELL - APT BUILD,FALSE,,,,<18,M,BLACK HISPANIC,1010676,253888,40.86350728,-73.904463,POINT (-73.90446299999996 40.86350728100007),,,,,22:17,Evening,,
207824248,1/13/2020,3:51:00,QUEENS,115,0,,TRUE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1022705,215793,40.75890302,-73.86119261,POINT (-73.86119260999999 40.75890301700008),,,,,3:51,Pre-Dawn Morning,,
213748381,6/1/2020,14:33:00,QUEENS,113,0,,FALSE,,,,18-24,M,BLACK,1051165,185567,40.67577062,-73.75876303,POINT (-73.75876302999995 40.67577061900005),,,,,14:33,Afternoon,,
212196025,4/20/2020,1:35:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,999584,230371,40.79898611,-73.94461787,POINT (-73.94461786899996 40.79898610500004),,,,,1:35,Pre-Dawn Morning,,
214184457,6/14/2020,18:30:00,BRONX,42,0,,FALSE,,,,25-44,M,BLACK,1010158,242491,40.83222742,-73.90637977,POINT (-73.90637976999994 40.83222742400005),,,,,18:30,Evening,,
214693506,6/26/2020,2:57:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,F,BLACK,1001246,228856,40.7948248,-73.93861887,POINT (-73.93861886799993 40.79482480100006),,,,,2:57,Pre-Dawn Morning,,
206898906,1/1/2020,21:47:00,MANHATTAN,24,0,,TRUE,25-44,M,BLACK,25-44,M,BLACK,995052,230496,40.7993359,-73.96098641,POINT (-73.96098641499998 40.79933589800004),,,,,21:47,Evening,,
207700495,1/9/2020,11:30:00,BROOKLYN,77,0,,FALSE,,,,18-24,M,WHITE HISPANIC,1002295,184332,40.67261533,-73.93494972,POINT (-73.93494971999996 40.67261532900005),,,,,11:30,Morning,,
211830262,4/7/2020,18:15:00,BRONX,44,0,,FALSE,45-64,M,WHITE HISPANIC,45-64,M,BLACK,1003841,237690,40.81906632,-73.92922102,POINT (-73.92922101799996 40.81906631700008),,,,,18:15,Evening,,
208393713,1/23/2020,1:20:00,MANHATTAN,18,0,,TRUE,<18,M,WHITE HISPANIC,25-44,M,BLACK,986131,218090,40.76529112,-73.99321106,POINT (-73.99321106099995 40.76529111600007),,,,,1:20,Pre-Dawn Morning,,
214694694,6/27/2020,23:47:00,QUEENS,101,0,,FALSE,,,,25-44,M,BLACK,1053356,155686,40.59373711,-73.7511702,POINT (-73.75117019699996 40.59373711200004),,,,,23:47,Evening,,
214102398,6/11/2020,20:27:00,QUEENS,113,0,,FALSE,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,BLACK,1041333,188264,40.68324211,-73.79418585,POINT (-73.79418584899997 40.68324211200007),,,,,20:27,Evening,,
211865567,4/8/2020,21:12:00,QUEENS,101,0,,FALSE,,,,<18,M,WHITE HISPANIC,1051162,155661,40.59368533,-73.75907038,POINT (-73.75907037999997 40.59368532700006),,,,,21:12,Evening,,
214729491,6/29/2020,23:38:00,QUEENS,103,0,PVT HOUSE,FALSE,,,,25-44,M,BLACK,1038779,192216,40.69410552,-73.80336241,POINT (-73.80336240599996 40.69410552100004),,,,,23:38,Evening,,
210758101,3/9/2020,0:10:00,BROOKLYN,72,0,,FALSE,18-24,M,BLACK,18-24,M,WHITE HISPANIC,981063,173898,40.6439941,-74.01148556,POINT (-74.01148555899994 40.64399410000004),,,,,0:10,Pre-Dawn Morning,,
213723896,5/29/2020,17:30:00,BROOKLYN,69,0,PVT HOUSE,FALSE,,,,18-24,M,BLACK,1009794,171557,40.6375323,-73.90796443,POINT (-73.90796443499994 40.63753230000003),,,,,17:30,Afternoon,,
213853205,6/4/2020,18:25:00,MANHATTAN,34,0,,FALSE,,,,25-44,F,BLACK,1004074,251407,40.85671498,-73.92833867,POINT (-73.92833866999996 40.856714976000035),,,,,18:25,Evening,,
209747702,2/18/2020,22:25:00,STATEN ISLAND,120,0,PVT HOUSE,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,950543,170917,40.63574833,-74.12144714,POINT (-74.12144713799995 40.635748327000044),,,,,22:25,Evening,,
213772738,6/2/2020,1:50:00,BRONX,46,0,,FALSE,,,,18-24,M,BLACK,1010585,248617,40.84904024,-73.9048127,POINT (-73.90481269999998 40.84904023800004),,,,,1:50,Pre-Dawn Morning,,
214431178,6/21/2020,23:13:00,BROOKLYN,73,0,,FALSE,,,,25-44,M,BLACK,1008544,186799,40.67937174,-73.91241337,POINT (-73.91241336899998 40.67937174300005),,,,,23:13,Evening,,
209281500,2/8/2020,12:13:00,QUEENS,115,0,,TRUE,,,,25-44,M,BLACK,1021014,214935,40.75655522,-73.8673012,POINT (-73.86730119899994 40.75655522200003),,,,,12:13,Afternoon,,
212426782,4/27/2020,19:30:00,BRONX,44,0,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,WHITE HISPANIC,1007801,245976,40.84179934,-73.91488483,POINT (-73.91488483099994 40.841799335000076),,,,,19:30,Evening,,
214184462,6/13/2020,12:55:00,BRONX,46,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK HISPANIC,1005623,248047,40.84748916,-73.92274982,POINT (-73.92274982499998 40.847489162000045),,,,,12:55,Afternoon,,
210592236,3/5/2020,18:39:00,MANHATTAN,25,0,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,25-44,M,BLACK,1001146,233195,40.80673436,-73.93896911,POINT (-73.93896910899997 40.80673436100005),,,,,18:39,Evening,,
208549977,1/25/2020,4:58:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,25-44,M,BLACK,1009465,180957,40.66333419,-73.90911471,POINT (-73.90911470699996 40.66333419100005),,,,,4:58,Pre-Dawn Morning,,
211578688,3/28/2020,21:43:00,BROOKLYN,79,0,,FALSE,18-24,M,BLACK,45-64,M,BLACK,995841,189513,40.6868468,-73.95820729,POINT (-73.95820729499997 40.68684680200005),,,,,21:43,Evening,,
214729487,6/29/2020,2:45:00,QUEENS,113,0,,FALSE,,,,18-24,M,BLACK,1052844,189120,40.68550991,-73.75267385,POINT (-73.75267385499995 40.685509910000064),,,,,2:45,Pre-Dawn Morning,,
212400498,4/26/2020,2:25:00,BRONX,41,1,,FALSE,,,,25-44,M,BLACK,1013879,239551,40.82414627,-73.89294648,POINT (-73.89294648299995 40.82414626900004),,,,,2:25,Pre-Dawn Morning,,
212286968,4/22/2020,20:35:00,QUEENS,105,0,,FALSE,,,,25-44,M,ASIAN / PACIFIC ISLANDER,1058740,195560,40.70313848,-73.73134371,POINT (-73.73134371399993 40.70313848200004),,,,,20:35,Evening,,
214693512,6/26/2020,22:43:00,BRONX,42,0,COMMERCIAL BLDG,TRUE,,,,18-24,M,BLACK,1010967,241149,40.82854161,-73.9034617,POINT (-73.90346169699995 40.82854161000006),,,,,22:43,Evening,,
213187660,5/15/2020,21:49:00,BROOKLYN,79,0,,FALSE,,,,45-64,M,BLACK,1000638,188057,40.68284283,-73.9409141,POINT (-73.94091409899994 40.68284283300005),,,,,21:49,Evening,,
213943826,6/7/2020,14:31:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1006566,238688,40.82179908,-73.91937254,POINT (-73.91937253599997 40.82179908200004),,,,,14:31,Afternoon,,
214184461,6/14/2020,14:05:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,1002882,181672,40.66531301,-73.93284095,POINT (-73.93284095299998 40.665313006000076),,,,,14:05,Afternoon,,
211767651,4/5/2020,3:19:00,BROOKLYN,67,0,,FALSE,,,,45-64,M,BLACK,1006160,180447,40.66194315,-73.92102913,POINT (-73.92102913399998 40.66194314900008),,,,,3:19,Pre-Dawn Morning,,
209281499,2/8/2020,5:30:00,QUEENS,103,0,,FALSE,,,,18-24,M,BLACK,1048161,195864,40.70405562,-73.76949516,POINT (-73.76949515699994 40.70405561800004),,,,,5:30,Pre-Dawn Morning,,
214359649,6/18/2020,23:51:00,BROOKLYN,81,0,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK,1001931,190301,40.68899961,-73.93624627,POINT (-73.93624626899998 40.68899961100004),,,,,23:51,Evening,,
206931574,1/4/2020,5:19:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,990351,192282,40.69445256,-73.97800031,POINT (-73.97800030799993 40.694452556000044),,,,,5:19,Pre-Dawn Morning,,
212400207,4/25/2020,0:55:00,MANHATTAN,32,0,,TRUE,,,,25-44,M,BLACK HISPANIC,1001250,237934,40.81974139,-73.93858143,POINT (-73.93858143399996 40.81974139400006),,,,,0:55,Pre-Dawn Morning,,
212336415,4/24/2020,2:53:00,BRONX,43,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1026934,240787,40.8274853,-73.84576861,POINT (-73.84576861199997 40.82748529600008),,,,,2:53,Pre-Dawn Morning,,
207824248,1/13/2020,3:51:00,QUEENS,115,0,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1022705,215793,40.75890302,-73.86119261,POINT (-73.86119260999999 40.75890301700008),,,,,3:51,Pre-Dawn Morning,,
210156781,2/26/2020,22:50:00,MANHATTAN,34,0,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK HISPANIC,25-44,F,BLACK HISPANIC,1006293,254234,40.86446898,-73.9203078,POINT (-73.92030780199997 40.86446897800005),,,,,22:50,Evening,,
208531436,1/25/2020,3:39:00,BRONX,47,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1021780,259129,40.87785199,-73.86428918,POINT (-73.86428918199994 40.87785198500006),,,,,3:39,Pre-Dawn Morning,,
214430795,6/19/2020,23:00:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1016807,179007,40.65795792,-73.88266012,POINT (-73.88266012399998 40.65795792200004),,,,,23:00,Evening,,
214432034,6/20/2020,5:45:00,BROOKLYN,77,0,PVT HOUSE,FALSE,,,,25-44,M,BLACK,1001639,185922,40.67698083,-73.93731048,POINT (-73.93731047899996 40.67698083300007),,,,,5:45,Pre-Dawn Morning,,
211767422,4/4/2020,18:15:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,999888,193014,40.69645001,-73.94360674,POINT (-73.94360673699998 40.69645001400005),,,,,18:15,Evening,,
213283577,5/19/2020,2:15:00,BRONX,47,0,GROCERY/BODEGA,FALSE,45-64,M,BLACK HISPANIC,25-44,M,BLACK,1025864,261342,40.88390766,-73.8495073,POINT (-73.84950730499997 40.88390766400005),,,,,2:15,Pre-Dawn Morning,,
212903585,5/8/2020,1:05:00,BROOKLYN,83,0,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1007545,193394,40.69747618,-73.9159923,POINT (-73.91599229699995 40.69747618400004),,,,,1:05,Pre-Dawn Morning,,
207815718,1/11/2020,22:37:00,BRONX,44,0,,TRUE,18-24,M,BLACK,25-44,M,BLACK,1010044,244313,40.83722862,-73.90678472,POINT (-73.90678471699994 40.83722861900003),,,,,22:37,Evening,,
214116581,6/11/2020,22:30:00,BROOKLYN,67,0,,FALSE,,,,18-24,M,BLACK,997786,177027,40.65257276,-73.9512192,POINT (-73.95121919899998 40.652572760000055),,,,,22:30,Evening,,
213099073,5/14/2020,1:03:00,QUEENS,100,0,,FALSE,<18,M,BLACK,18-24,M,BLACK,1036176,153315,40.5873465,-73.81304854,POINT (-73.81304853899996 40.58734650400004),,,,,1:03,Pre-Dawn Morning,,
210707457,3/8/2020,4:51:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1000829,195754,40.70396896,-73.9402065,POINT (-73.94020650199997 40.703968961000044),,,,,4:51,Pre-Dawn Morning,,
213772740,6/2/2020,12:05:00,BROOKLYN,81,0,MULTI DWELL - APT BUILD,FALSE,,,,45-64,M,BLACK,1004363,190670,40.69000724,-73.92747572,POINT (-73.92747572399998 40.69000723900007),,,,,12:05,Afternoon,,
211362503,3/21/2020,0:13:00,MANHATTAN,7,2,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,25-44,M,BLACK HISPANIC,989667,212965,40.75122284,-73.98045027,POINT (-73.98045027299997 40.751222840000025),,,,,0:13,Pre-Dawn Morning,,
214561879,6/24/2020,22:46:00,BRONX,46,0,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK,1009701,249613,40.85177656,-73.90800417,POINT (-73.90800416599996 40.85177655500007),,,,,22:46,Evening,,
214729489,6/29/2020,18:10:00,BROOKLYN,77,2,MULTI DWELL - PUBLIC HOUS,TRUE,,,,18-24,M,BLACK,1002388,185584,40.6760516,-73.93461109,POINT (-73.93461108799994 40.676051596000036),,,,,18:10,Evening,,
214513455,6/23/2020,22:04:00,BROOKLYN,63,0,PVT HOUSE,FALSE,,,,25-44,U,BLACK,1004029,167694,40.62694393,-73.92874749,POINT (-73.92874748599996 40.626943932000074),,,,,22:04,Evening,,
213772736,6/1/2020,23:30:00,BRONX,46,0,,FALSE,,,,25-44,M,BLACK HISPANIC,1009699,248848,40.84967686,-73.9080143,POINT (-73.90801429899994 40.84967686300007),,,,,23:30,Evening,,
212640534,5/3/2020,4:36:00,BRONX,40,0,,FALSE,,,,25-44,M,WHITE HISPANIC,1006230,234035,40.80902874,-73.92060176,POINT (-73.92060175899996 40.809028744000045),,,,,4:36,Pre-Dawn Morning,,
210527846,3/4/2020,16:26:00,BROOKLYN,77,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,1004975,183973,40.67162409,-73.9252895,POINT (-73.92528950299999 40.671624086000065),,,,,16:26,Afternoon,,
214312559,6/17/2020,18:34:00,BROOKLYN,71,0,,FALSE,,,,<18,M,BLACK,1003939,181925,40.66600515,-73.92903018,POINT (-73.92903017799995 40.66600514800007),,,,,18:34,Evening,,
214184455,6/13/2020,0:35:00,BRONX,44,0,,FALSE,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1005000,238878,40.8223244,-73.92502999,POINT (-73.92502998799995 40.82232439500007),,,,,0:35,Pre-Dawn Morning,,
214431179,6/20/2020,1:59:00,BRONX,44,0,,FALSE,25-44,M,BLACK,25-44,F,WHITE HISPANIC,1010025,246298,40.84267692,-73.90684575,POINT (-73.90684575199998 40.84267692000003),,,,,1:59,Pre-Dawn Morning,,
213922507,6/6/2020,11:50:00,BROOKLYN,71,0,,FALSE,,,,18-24,M,BLACK HISPANIC,1002948,182618,40.66790943,-73.93260043,POINT (-73.93260042799994 40.66790942700004),,,,,11:50,Morning,,
213471603,5/23/2020,18:52:00,BROOKLYN,63,0,,FALSE,25-44,M,BLACK,18-24,M,BLACK,1003431,168503,40.62916578,-73.93089948,POINT (-73.93089948499994 40.62916578200003),,,,,18:52,Evening,,
211963623,4/10/2020,19:44:00,MANHATTAN,23,0,,TRUE,25-44,M,BLACK,18-24,M,BLACK,1000267,225915,40.78675438,-73.94216163,POINT (-73.94216162599997 40.78675437600003),,,,,19:44,Evening,,
213471605,5/23/2020,3:51:00,QUEENS,103,0,,FALSE,,,,25-44,M,BLACK,1038389,189258,40.68598891,-73.80479256,POINT (-73.80479256499996 40.685988905000045),,,,,3:51,Pre-Dawn Morning,,
212998636,5/11/2020,23:50:00,MANHATTAN,26,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,WHITE HISPANIC,996279,235478,40.81300853,-73.95654577,POINT (-73.95654576899994 40.81300852900006),,,,,23:50,Evening,,
213187658,5/15/2020,15:26:00,MANHATTAN,34,0,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1003659,250199,40.8534003,-73.92984237,POINT (-73.92984237199994 40.85340029900004),,,,,15:26,Afternoon,,
213748377,6/1/2020,17:34:00,BROOKLYN,75,0,,FALSE,25-44,M,BLACK,25-44,F,BLACK,1015781,180264,40.66141182,-73.88635213,POINT (-73.88635213299995 40.66141182200005),,,,,17:34,Afternoon,,
214693792,6/27/2020,2:50:00,BROOKLYN,69,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1012273,178202,40.65576388,-73.89900481,POINT (-73.89900480999995 40.655763884000066),,,,,2:50,Pre-Dawn Morning,,
214431176,6/20/2020,2:05:00,BRONX,40,2,,FALSE,,,,25-44,F,BLACK,1004776,234057,40.80909263,-73.92585406,POINT (-73.92585406199998 40.80909262600005),,,,,2:05,Pre-Dawn Morning,,
213187657,5/17/2020,1:20:00,BROOKLYN,73,0,PVT HOUSE,FALSE,,,,18-24,F,BLACK,1009357,177370,40.65348897,-73.90951734,POINT (-73.90951734499998 40.65348897400003),,,,,1:20,Pre-Dawn Morning,,
214058822,6/10/2020,4:35:00,BRONX,44,0,,FALSE,,,,25-44,M,BLACK,1008524,247043,40.84472598,-73.91226795,POINT (-73.91226794799996 40.84472598000008),,,,,4:35,Pre-Dawn Morning,,
213724260,5/30/2020,20:49:00,QUEENS,113,0,,FALSE,,,,18-24,F,BLACK,1042218,185110,40.67457937,-73.79102208,POINT (-73.79102207899996 40.674579367000035),,,,,20:49,Evening,,
214431172,6/20/2020,1:24:00,MANHATTAN,34,0,,FALSE,25-44,M,BLACK,25-44,F,BLACK,1005747,253516,40.86249963,-73.9222841,POINT (-73.92228409699999 40.86249963100005),,,,,1:24,Pre-Dawn Morning,,
214694692,6/27/2020,7:34:00,MANHATTAN,20,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC,987567,221008,40.77329985,-73.98802568,POINT (-73.98802567999996 40.77329984700003),,,,,7:34,Morning,,
206898907,1/1/2020,10:29:00,BRONX,43,0,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,25-44,M,BLACK,1018527,243130,40.83395278,-73.87613415,POINT (-73.87613414899994 40.83395277900007),,,,,10:29,Morning,,
212516310,4/29/2020,13:40:00,BROOKLYN,67,0,,FALSE,,,,25-44,M,BLACK,1006900,177701,40.65440412,-73.91837111,POINT (-73.91837110599994 40.654404122000074),,,,,13:40,Afternoon,,
212944540,5/11/2020,17:06:00,STATEN ISLAND,121,0,PVT HOUSE,FALSE,45-64,M,WHITE HISPANIC,25-44,M,BLACK,938373,169290,40.63122789,-74.16528427,POINT (-74.16528427199995 40.63122789000005),,,,,17:06,Afternoon,,
211066102,3/14/2020,21:45:00,MANHATTAN,32,0,,FALSE,,,,25-44,M,BLACK,1001374,238163,40.8203697,-73.93813285,POINT (-73.93813284599997 40.82036969600006),,,,,21:45,Evening,,
208009527,1/15/2020,19:35:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,999530,214433,40.75524059,-73.94484915,POINT (-73.94484914899994 40.75524058600007),,,,,19:35,Evening,,
214183639,6/12/2020,23:00:00,BRONX,47,0,,TRUE,,,,18-24,M,BLACK,1021731,263219,40.88907796,-73.86444348,POINT (-73.86444348399993 40.88907795500006),,,,,23:00,Evening,,
213724257,5/30/2020,16:40:00,BRONX,48,0,,FALSE,25-44,M,UNKNOWN,25-44,M,BLACK HISPANIC,1014154,251416,40.85671129,-73.89189996,POINT (-73.89189995599997 40.85671129100007),,,,,16:40,Afternoon,,
208237501,1/20/2020,19:30:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,45-64,F,BLACK,1001215,193881,40.69882728,-73.93881905,POINT (-73.93881904699998 40.69882728300007),,,,,19:30,Evening,,
210338030,3/1/2020,19:15:00,BRONX,48,0,,FALSE,,,,18-24,M,BLACK,1015283,247424,40.84575055,-73.88783716,POINT (-73.88783715799997 40.84575054600003),,,,,19:15,Evening,,
211958003,4/11/2020,22:50:00,BROOKLYN,69,0,,FALSE,,,,25-44,M,BLACK,1008592,172971,40.64141681,-73.91229023,POINT (-73.91229022999994 40.64141681000007),,,,,22:50,Evening,,
207815138,1/10/2020,3:38:00,MANHATTAN,30,0,,FALSE,,,,25-44,M,ASIAN / PACIFIC ISLANDER,997234,239120,40.82300345,-73.95308871,POINT (-73.95308871299994 40.82300344500004),,,,,3:38,Pre-Dawn Morning,,
213973276,6/8/2020,22:39:00,BROOKLYN,70,0,,FALSE,,,,25-44,M,BLACK,996352,172912,40.64128005,-73.95639456,POINT (-73.95639455799994 40.641280049000045),,,,,22:39,Evening,,
214608092,6/25/2020,18:18:00,MANHATTAN,23,0,,FALSE,<18,M,BLACK HISPANIC,18-24,M,BLACK,998160,227234,40.79037825,-73.94976759,POINT (-73.94976759099995 40.790378245000056),,,,,18:18,Evening,,
209281502,2/8/2020,20:28:00,BRONX,41,0,,FALSE,45-64,M,BLACK,UNKNOWN,M,WHITE,1013775,238190,40.82041106,-73.89332824,POINT (-73.89332824199994 40.820411060000026),,,,,20:28,Evening,,
208437742,1/23/2020,14:00:00,MANHATTAN,30,0,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,996329,238263,40.82065251,-73.95636013,POINT (-73.95636012799997 40.820652506000044),,,,,14:00,Afternoon,,
213549525,5/26/2020,2:13:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1001469,191733,40.69293103,-73.93790851,POINT (-73.93790851499995 40.69293103200005),,,,,2:13,Pre-Dawn Morning,,
211534998,3/27/2020,5:40:00,QUEENS,103,0,HOTEL/MOTEL,FALSE,25-44,M,BLACK,25-44,F,BLACK,1035590,195583,40.70336621,-73.81483668,POINT (-73.81483667599997 40.703366206000055),,,,,5:40,Pre-Dawn Morning,,
